Class ID,Preferred Label,File extension
http://edamontology.org/data_2142,EMBOSS graph,
http://edamontology.org/data_2143,EMBOSS report,
http://edamontology.org/data_2145,Sequence offset,
http://edamontology.org/data_2146,Threshold,
http://edamontology.org/data_2147,Protein report (transcription factor),
http://edamontology.org/data_2149,Database category name,
http://edamontology.org/data_2150,Sequence profile name,
http://edamontology.org/data_2151,Color,
http://edamontology.org/data_2152,Rendering parameter,
http://edamontology.org/data_2154,Sequence name,
http://edamontology.org/data_2156,Date,
http://edamontology.org/data_2157,Word composition,
http://edamontology.org/data_2160,Fickett testcode plot,
http://edamontology.org/data_2161,Sequence similarity plot,
http://edamontology.org/data_2162,Helical wheel,
http://edamontology.org/data_2163,Helical net,
http://edamontology.org/data_2164,Protein sequence properties plot,
http://edamontology.org/data_2165,Protein ionisation curve,
http://edamontology.org/data_2166,Sequence composition plot,
http://edamontology.org/data_2167,Nucleic acid density plot,
http://edamontology.org/data_2168,Sequence trace image,
http://edamontology.org/data_2169,Nucleic acid features (siRNA),
http://edamontology.org/data_2173,Sequence set (stream),
http://edamontology.org/data_2174,FlyBase secondary identifier,
http://edamontology.org/data_2176,Cardinality,
http://edamontology.org/data_2177,Exactly 1,
http://edamontology.org/data_2178,1 or more,
http://edamontology.org/data_2179,Exactly 2,
http://edamontology.org/data_2180,2 or more,
http://edamontology.org/data_2190,Sequence checksum,
http://edamontology.org/data_2191,Protein features report (chemical modifications),
http://edamontology.org/data_2192,Error,
http://edamontology.org/data_2193,Database entry metadata,
http://edamontology.org/data_2198,Gene cluster,
http://edamontology.org/data_2201,Sequence record full,
http://edamontology.org/data_2208,Plasmid identifier,
http://edamontology.org/data_2209,Mutation ID,
http://edamontology.org/data_2212,Mutation annotation (basic),
http://edamontology.org/data_2213,Mutation annotation (prevalence),
http://edamontology.org/data_2214,Mutation annotation (prognostic),
http://edamontology.org/data_2215,Mutation annotation (functional),
http://edamontology.org/data_2216,Codon number,
http://edamontology.org/data_2217,Tumor annotation,
http://edamontology.org/data_2218,Server metadata,
http://edamontology.org/data_2219,Database field name,
http://edamontology.org/data_2220,Sequence cluster ID (SYSTERS),
http://edamontology.org/data_2223,Ontology metadata,
http://edamontology.org/data_2235,Raw SCOP domain classification,
http://edamontology.org/data_2236,Raw CATH domain classification,
http://edamontology.org/data_2240,Heterogen annotation,
http://edamontology.org/data_2242,Phylogenetic property values,
http://edamontology.org/data_2245,Sequence set (bootstrapped),
http://edamontology.org/data_2247,Phylogenetic consensus tree,
http://edamontology.org/data_2248,Schema,
http://edamontology.org/data_2249,DTD,
http://edamontology.org/data_2250,XML Schema,
http://edamontology.org/data_2251,Relax-NG schema,
http://edamontology.org/data_2252,XSLT stylesheet,
http://edamontology.org/data_2253,Data resource definition name,
http://edamontology.org/data_2254,OBO file format name,
http://edamontology.org/data_2285,Gene ID (MIPS),
http://edamontology.org/data_2288,Sequence identifier (protein),
http://edamontology.org/data_2289,Sequence identifier (nucleic acid),
http://edamontology.org/data_2290,EMBL accession,
http://edamontology.org/data_2291,UniProt ID,
http://edamontology.org/data_2292,GenBank accession,
http://edamontology.org/data_2293,Gramene secondary identifier,
http://edamontology.org/data_2294,Sequence variation ID,
http://edamontology.org/data_2295,Gene ID,
http://edamontology.org/data_2296,Gene name (AceView),
http://edamontology.org/data_2297,Gene ID (ECK),
http://edamontology.org/data_2298,Gene ID (HGNC),
http://edamontology.org/data_2299,Gene name,
http://edamontology.org/data_2300,Gene name (NCBI),
http://edamontology.org/data_2301,SMILES string,
http://edamontology.org/data_2302,STRING ID,
http://edamontology.org/data_2307,Virus annotation,
http://edamontology.org/data_2308,Virus annotation (taxonomy),
http://edamontology.org/data_2309,Reaction ID (SABIO-RK),
http://edamontology.org/data_2313,Carbohydrate report,
http://edamontology.org/data_2314,GI number,
http://edamontology.org/data_2315,NCBI version,
http://edamontology.org/data_2316,Cell line name,
http://edamontology.org/data_2317,Cell line name (exact),
http://edamontology.org/data_2318,Cell line name (truncated),
http://edamontology.org/data_2319,Cell line name (no punctuation),
http://edamontology.org/data_2320,Cell line name (assonant),
http://edamontology.org/data_2321,Enzyme ID,
http://edamontology.org/data_2325,REBASE enzyme number,
http://edamontology.org/data_2326,DrugBank ID,
http://edamontology.org/data_2327,GI number (protein),
http://edamontology.org/data_2335,Bit score,
http://edamontology.org/data_2336,Translation phase specification,
http://edamontology.org/data_2337,Resource metadata,
http://edamontology.org/data_2338,Ontology identifier,
http://edamontology.org/data_2339,Ontology concept name,
http://edamontology.org/data_2340,Genome build identifier,
http://edamontology.org/data_2342,Pathway or network name,
http://edamontology.org/data_2343,Pathway ID (KEGG),
http://edamontology.org/data_2344,Pathway ID (NCI-Nature),
http://edamontology.org/data_2345,Pathway ID (ConsensusPathDB),
http://edamontology.org/data_2346,Sequence cluster ID (UniRef),
http://edamontology.org/data_2347,Sequence cluster ID (UniRef100),
http://edamontology.org/data_2348,Sequence cluster ID (UniRef90),
http://edamontology.org/data_2349,Sequence cluster ID (UniRef50),
http://edamontology.org/data_2353,Ontology data,
http://edamontology.org/data_2354,RNA family report,
http://edamontology.org/data_2355,RNA family identifier,
http://edamontology.org/data_2356,RFAM accession,
http://edamontology.org/data_2357,Protein signature type,
http://edamontology.org/data_2358,Domain-nucleic acid interaction report,
http://edamontology.org/data_2359,Domain-domain interactions,
http://edamontology.org/data_2360,Domain-domain interaction (indirect),
http://edamontology.org/data_2362,Sequence accession (hybrid),
http://edamontology.org/data_2363,2D PAGE data,
http://edamontology.org/data_2364,2D PAGE report,
http://edamontology.org/data_2365,Pathway or network accession,
http://edamontology.org/data_2366,Secondary structure alignment,
http://edamontology.org/data_2367,ASTD ID,
http://edamontology.org/data_2368,ASTD ID (exon),
http://edamontology.org/data_2369,ASTD ID (intron),
http://edamontology.org/data_2370,ASTD ID (polya),
http://edamontology.org/data_2371,ASTD ID (tss),
http://edamontology.org/data_2372,2D PAGE spot report,
http://edamontology.org/data_2373,Spot ID,
http://edamontology.org/data_2374,Spot serial number,
http://edamontology.org/data_2375,Spot ID (HSC-2DPAGE),
http://edamontology.org/data_2378,Protein-motif interaction,
http://edamontology.org/data_2379,Strain identifier,
http://edamontology.org/data_2380,CABRI accession,
http://edamontology.org/data_2381,Experiment report (genotyping),
http://edamontology.org/data_2382,Genotype experiment ID,
http://edamontology.org/data_2383,EGA accession,
http://edamontology.org/data_2384,IPI protein ID,
http://edamontology.org/data_2385,RefSeq accession (protein),
http://edamontology.org/data_2386,EPD ID,
http://edamontology.org/data_2387,TAIR accession,
http://edamontology.org/data_2388,TAIR accession (At gene),
http://edamontology.org/data_2389,UniSTS accession,
http://edamontology.org/data_2390,UNITE accession,
http://edamontology.org/data_2391,UTR accession,
http://edamontology.org/data_2392,UniParc accession,
http://edamontology.org/data_2393,mFLJ/mKIAA number,
http://edamontology.org/data_2395,Fungi annotation,
http://edamontology.org/data_2396,Fungi annotation (anamorph),
http://edamontology.org/data_2398,Ensembl protein ID,
http://edamontology.org/data_2400,Toxin annotation,
http://edamontology.org/data_2401,Protein report (membrane protein),
http://edamontology.org/data_2402,Protein-drug interaction report,
http://edamontology.org/data_2522,Map data,
http://edamontology.org/data_2523,Phylogenetic data,
http://edamontology.org/data_2524,Protein data,
http://edamontology.org/data_2525,Nucleic acid data,
http://edamontology.org/data_2526,Text data,
http://edamontology.org/data_2527,Parameter,
http://edamontology.org/data_2528,Molecular data,
http://edamontology.org/data_2529,Molecule report,
http://edamontology.org/data_2530,Organism report,
http://edamontology.org/data_2531,Protocol,
http://edamontology.org/data_2534,Sequence attribute,
http://edamontology.org/data_2535,Sequence tag profile,
http://edamontology.org/data_2536,Mass spectrometry data,
http://edamontology.org/data_2537,Protein structure raw data,
http://edamontology.org/data_2538,Mutation identifier,
http://edamontology.org/data_2539,Alignment data,
http://edamontology.org/data_2540,Data index data,
http://edamontology.org/data_2563,Amino acid name (single letter),
http://edamontology.org/data_2564,Amino acid name (three letter),
http://edamontology.org/data_2565,Amino acid name (full name),
http://edamontology.org/data_2576,Toxin identifier,
http://edamontology.org/data_2578,ArachnoServer ID,
http://edamontology.org/data_2579,Expressed gene list,
http://edamontology.org/data_2580,BindingDB Monomer ID,
http://edamontology.org/data_2581,GO concept name,
http://edamontology.org/data_2582,GO concept ID (biological process),
http://edamontology.org/data_2583,GO concept ID (molecular function),
http://edamontology.org/data_2584,GO concept name (cellular component),
http://edamontology.org/data_2586,Northern blot image,
http://edamontology.org/data_2587,Blot ID,
http://edamontology.org/data_2588,BlotBase blot ID,
http://edamontology.org/data_2589,Hierarchy,
http://edamontology.org/data_2590,Hierarchy identifier,
http://edamontology.org/data_2591,Brite hierarchy ID,
http://edamontology.org/data_2592,Cancer type,
http://edamontology.org/data_2593,BRENDA organism ID,
http://edamontology.org/data_2594,UniGene taxon,
http://edamontology.org/data_2595,UTRdb taxon,
http://edamontology.org/data_2596,Catalogue ID,
http://edamontology.org/data_2597,CABRI catalogue name,
http://edamontology.org/data_2598,Secondary structure alignment metadata,
http://edamontology.org/data_2599,Molecule interaction report,
http://edamontology.org/data_2600,Pathway or network,
http://edamontology.org/data_2601,Small molecule data,
http://edamontology.org/data_2602,Genotype and phenotype data,
http://edamontology.org/data_2603,Expression data,
http://edamontology.org/data_2605,Compound ID (KEGG),
http://edamontology.org/data_2606,RFAM name,
http://edamontology.org/data_2608,Reaction ID (KEGG),
http://edamontology.org/data_2609,Drug ID (KEGG),
http://edamontology.org/data_2610,Ensembl ID,
http://edamontology.org/data_2611,ICD identifier,
http://edamontology.org/data_2612,Sequence cluster ID (CluSTr),
http://edamontology.org/data_2613,KEGG Glycan ID,
http://edamontology.org/data_2614,TCDB ID,
http://edamontology.org/data_2615,MINT ID,
http://edamontology.org/data_2616,DIP ID,
http://edamontology.org/data_2617,Signaling Gateway protein ID,
http://edamontology.org/data_2618,Protein modification ID,
http://edamontology.org/data_2619,RESID ID,
http://edamontology.org/data_2620,RGD ID,
http://edamontology.org/data_2621,TAIR accession (protein),
http://edamontology.org/data_2622,Compound ID (HMDB),
http://edamontology.org/data_2625,LIPID MAPS ID,
http://edamontology.org/data_2626,PeptideAtlas ID,
http://edamontology.org/data_2627,Molecular interaction ID,
http://edamontology.org/data_2628,BioGRID interaction ID,
http://edamontology.org/data_2629,Enzyme ID (MEROPS),
http://edamontology.org/data_2630,Mobile genetic element ID,
http://edamontology.org/data_2631,ACLAME ID,
http://edamontology.org/data_2632,SGD ID,
http://edamontology.org/data_2633,Book ID,
http://edamontology.org/data_2634,ISBN,
http://edamontology.org/data_2635,Compound ID (3DMET),
http://edamontology.org/data_2636,MatrixDB interaction ID,
http://edamontology.org/data_2637,cPath ID,
http://edamontology.org/data_2638,PubChem bioassay ID,
http://edamontology.org/data_2639,PubChem ID,
http://edamontology.org/data_2641,Reaction ID (MACie),
http://edamontology.org/data_2642,Gene ID (miRBase),
http://edamontology.org/data_2643,Gene ID (ZFIN),
http://edamontology.org/data_2644,Reaction ID (Rhea),
http://edamontology.org/data_2645,Pathway ID (Unipathway),
http://edamontology.org/data_2646,Compound ID (ChEMBL),
http://edamontology.org/data_2647,LGICdb identifier,
http://edamontology.org/data_2648,Reaction kinetics ID (SABIO-RK),
http://edamontology.org/data_2649,PharmGKB ID,
http://edamontology.org/data_2650,Pathway ID (PharmGKB),
http://edamontology.org/data_2651,Disease ID (PharmGKB),
http://edamontology.org/data_2652,Drug ID (PharmGKB),
http://edamontology.org/data_2653,Drug ID (TTD),
http://edamontology.org/data_2654,Target ID (TTD),
http://edamontology.org/data_2655,Cell type identifier,
http://edamontology.org/data_2656,NeuronDB ID,
http://edamontology.org/data_2657,NeuroMorpho ID,
http://edamontology.org/data_2658,Compound ID (ChemIDplus),
http://edamontology.org/data_2659,Pathway ID (SMPDB),
http://edamontology.org/data_2660,BioNumbers ID,
http://edamontology.org/data_2662,T3DB ID,
http://edamontology.org/data_2663,Carbohydrate identifier,
http://edamontology.org/data_2664,GlycomeDB ID,
http://edamontology.org/data_2665,LipidBank ID,
http://edamontology.org/data_2666,CDD ID,
http://edamontology.org/data_2667,MMDB ID,
http://edamontology.org/data_2668,iRefIndex ID,
http://edamontology.org/data_2669,ModelDB ID,
http://edamontology.org/data_2670,Pathway ID (DQCS),
http://edamontology.org/data_2671,Ensembl ID (Homo sapiens),
http://edamontology.org/data_2672,Ensembl ID ('Bos taurus'),
http://edamontology.org/data_2673,Ensembl ID ('Canis familiaris'),
http://edamontology.org/data_2674,Ensembl ID ('Cavia porcellus'),
http://edamontology.org/data_2675,Ensembl ID ('Ciona intestinalis'),
http://edamontology.org/data_2676,Ensembl ID ('Ciona savignyi'),
http://edamontology.org/data_2677,Ensembl ID ('Danio rerio'),
http://edamontology.org/data_2678,Ensembl ID ('Dasypus novemcinctus'),
http://edamontology.org/data_2679,Ensembl ID ('Echinops telfairi'),
http://edamontology.org/data_2680,Ensembl ID ('Erinaceus europaeus'),
http://edamontology.org/data_2681,Ensembl ID ('Felis catus'),
http://edamontology.org/data_2682,Ensembl ID ('Gallus gallus'),
http://edamontology.org/data_2683,Ensembl ID ('Gasterosteus aculeatus'),
http://edamontology.org/data_2684,Ensembl ID ('Homo sapiens'),
http://edamontology.org/data_2685,Ensembl ID ('Loxodonta africana'),
http://edamontology.org/data_2686,Ensembl ID ('Macaca mulatta'),
http://edamontology.org/data_2687,Ensembl ID ('Monodelphis domestica'),
http://edamontology.org/data_2688,Ensembl ID ('Mus musculus'),
http://edamontology.org/data_2689,Ensembl ID ('Myotis lucifugus'),
http://edamontology.org/data_2690,"Ensembl ID (""Ornithorhynchus anatinus\"")",
http://edamontology.org/data_2691,Ensembl ID ('Oryctolagus cuniculus'),
http://edamontology.org/data_2692,Ensembl ID ('Oryzias latipes'),
http://edamontology.org/data_2693,Ensembl ID ('Otolemur garnettii'),
http://edamontology.org/data_2694,Ensembl ID ('Pan troglodytes'),
http://edamontology.org/data_2695,Ensembl ID ('Rattus norvegicus'),
http://edamontology.org/data_2696,Ensembl ID ('Spermophilus tridecemlineatus'),
http://edamontology.org/data_2697,Ensembl ID ('Takifugu rubripes'),
http://edamontology.org/data_2698,Ensembl ID ('Tupaia belangeri'),
http://edamontology.org/data_2699,Ensembl ID ('Xenopus tropicalis'),
http://edamontology.org/data_2700,CATH identifier,
http://edamontology.org/data_2701,CATH node ID (family),
http://edamontology.org/data_2702,Enzyme ID (CAZy),
http://edamontology.org/data_2704,Clone ID (IMAGE),
http://edamontology.org/data_2705,GO concept ID (cellular component),
http://edamontology.org/data_2706,Chromosome name (BioCyc),
http://edamontology.org/data_2709,CleanEx entry name,
http://edamontology.org/data_2710,CleanEx dataset code,
http://edamontology.org/data_2711,Genome report,
http://edamontology.org/data_2713,Protein ID (CORUM),
http://edamontology.org/data_2714,CDD PSSM-ID,
http://edamontology.org/data_2715,Protein ID (CuticleDB),
http://edamontology.org/data_2716,DBD ID,
http://edamontology.org/data_2717,Oligonucleotide probe annotation,
http://edamontology.org/data_2718,Oligonucleotide ID,
http://edamontology.org/data_2719,dbProbe ID,
http://edamontology.org/data_2720,Dinucleotide property,
http://edamontology.org/data_2721,DiProDB ID,
http://edamontology.org/data_2722,Protein features report (disordered structure),
http://edamontology.org/data_2723,Protein ID (DisProt),
http://edamontology.org/data_2724,Embryo report,
http://edamontology.org/data_2725,Ensembl transcript ID,
http://edamontology.org/data_2726,Inhibitor annotation,
http://edamontology.org/data_2727,Promoter ID,
http://edamontology.org/data_2728,EST accession,
http://edamontology.org/data_2729,COGEME EST ID,
http://edamontology.org/data_2730,COGEME unisequence ID,
http://edamontology.org/data_2731,Protein family ID (GeneFarm),
http://edamontology.org/data_2732,Family name,
http://edamontology.org/data_2733,Genus name (virus),
http://edamontology.org/data_2734,Family name (virus),
http://edamontology.org/data_2735,Database name (SwissRegulon),
http://edamontology.org/data_2736,Sequence feature ID (SwissRegulon),
http://edamontology.org/data_2737,FIG ID,
http://edamontology.org/data_2738,Gene ID (Xenbase),
http://edamontology.org/data_2739,Gene ID (Genolist),
http://edamontology.org/data_2740,Gene name (Genolist),
http://edamontology.org/data_2741,ABS ID,
http://edamontology.org/data_2742,AraC-XylS ID,
http://edamontology.org/data_2743,Gene name (HUGO),
http://edamontology.org/data_2744,Locus ID (PseudoCAP),
http://edamontology.org/data_2745,Locus ID (UTR),
http://edamontology.org/data_2746,MonosaccharideDB ID,
http://edamontology.org/data_2747,Database name (CMD),
http://edamontology.org/data_2748,Database name (Osteogenesis),
http://edamontology.org/data_2749,Genome identifier,
http://edamontology.org/data_2751,GenomeReviews ID,
http://edamontology.org/data_2752,GlycoMap ID,
http://edamontology.org/data_2753,Carbohydrate conformational map,
http://edamontology.org/data_2755,Transcription factor name,
http://edamontology.org/data_2756,TCID,
http://edamontology.org/data_2757,Pfam domain name,
http://edamontology.org/data_2758,Pfam clan ID,
http://edamontology.org/data_2759,Gene ID (VectorBase),
http://edamontology.org/data_2761,UTRSite ID,
http://edamontology.org/data_2762,Sequence signature report,
http://edamontology.org/data_2763,Locus annotation,
http://edamontology.org/data_2764,Protein name (UniProt),
http://edamontology.org/data_2765,Term ID list,
http://edamontology.org/data_2766,HAMAP ID,
http://edamontology.org/data_2767,Identifier with metadata,
http://edamontology.org/data_2768,Gene symbol annotation,
http://edamontology.org/data_2769,Transcript ID,
http://edamontology.org/data_2770,HIT ID,
http://edamontology.org/data_2771,HIX ID,
http://edamontology.org/data_2772,HPA antibody id,
http://edamontology.org/data_2773,IMGT/HLA ID,
http://edamontology.org/data_2774,Gene ID (JCVI),
http://edamontology.org/data_2775,Kinase name,
http://edamontology.org/data_2776,ConsensusPathDB entity ID,
http://edamontology.org/data_2777,ConsensusPathDB entity name,
http://edamontology.org/data_2778,CCAP strain number,
http://edamontology.org/data_2779,Stock number,
http://edamontology.org/data_2780,Stock number (TAIR),
http://edamontology.org/data_2781,REDIdb ID,
http://edamontology.org/data_2782,SMART domain name,
http://edamontology.org/data_2783,Protein family ID (PANTHER),
http://edamontology.org/data_2784,RNAVirusDB ID,
http://edamontology.org/data_2785,Virus ID,
http://edamontology.org/data_2786,NCBI Genome Project ID,
http://edamontology.org/data_2787,NCBI genome accession,
http://edamontology.org/data_2788,Sequence profile data,
http://edamontology.org/data_2789,Protein ID (TopDB),
http://edamontology.org/data_2790,Gel ID,
http://edamontology.org/data_2791,Reference map name (SWISS-2DPAGE),
http://edamontology.org/data_2792,Protein ID (PeroxiBase),
http://edamontology.org/data_2793,SISYPHUS ID,
http://edamontology.org/data_2794,ORF ID,
http://edamontology.org/data_2795,ORF identifier,
http://edamontology.org/data_2796,Linucs ID,
http://edamontology.org/data_2797,Protein ID (LGICdb),
http://edamontology.org/data_2798,MaizeDB ID,
http://edamontology.org/data_2799,Gene ID (MfunGD),
http://edamontology.org/data_2800,Orpha number,
http://edamontology.org/data_2802,Protein ID (EcID),
http://edamontology.org/data_2803,Clone ID (RefSeq),
http://edamontology.org/data_2804,Protein ID (ConoServer),
http://edamontology.org/data_2805,GeneSNP ID,
http://edamontology.org/data_2812,Lipid identifier,
http://edamontology.org/data_2831,Databank,
http://edamontology.org/data_2832,Web portal,
http://edamontology.org/data_2835,Gene ID (VBASE2),
http://edamontology.org/data_2836,DPVweb ID,
http://edamontology.org/data_2837,Pathway ID (BioSystems),
http://edamontology.org/data_2838,Experimental data (proteomics),
http://edamontology.org/data_2849,Abstract,
http://edamontology.org/data_2850,Lipid structure,
http://edamontology.org/data_2851,Drug structure,
http://edamontology.org/data_2852,Toxin structure,
http://edamontology.org/data_2854,Position-specific scoring matrix,
http://edamontology.org/data_2855,Distance matrix,
http://edamontology.org/data_2856,Structural distance matrix,
http://edamontology.org/data_2857,Article metadata,
http://edamontology.org/data_2858,Ontology concept,
http://edamontology.org/data_2865,Codon usage bias,
http://edamontology.org/data_2866,Northern blot report,
http://edamontology.org/data_2870,Radiation hybrid map,
http://edamontology.org/data_2872,ID list,
http://edamontology.org/data_2873,Phylogenetic gene frequencies data,
http://edamontology.org/data_2874,Sequence set (polymorphic),
http://edamontology.org/data_2875,DRCAT resource,
http://edamontology.org/data_2877,Protein complex,
http://edamontology.org/data_2878,Protein structural motif,
http://edamontology.org/data_2879,Lipid report,
http://edamontology.org/data_2880,Secondary structure image,
http://edamontology.org/data_2881,Secondary structure report,
http://edamontology.org/data_2882,DNA features,
http://edamontology.org/data_2883,RNA features report,
http://edamontology.org/data_2884,Plot,
http://edamontology.org/data_2886,Protein sequence record,
http://edamontology.org/data_2887,Nucleic acid sequence record,
http://edamontology.org/data_2888,Protein sequence record (full),
http://edamontology.org/data_2889,Nucleic acid sequence record (full),
http://edamontology.org/data_2891,Biological model accession,
http://edamontology.org/data_2892,Cell type name,
http://edamontology.org/data_2893,Cell type accession,
http://edamontology.org/data_2894,Compound accession,
http://edamontology.org/data_2895,Drug accession,
http://edamontology.org/data_2896,Toxin name,
http://edamontology.org/data_2897,Toxin accession,
http://edamontology.org/data_2898,Monosaccharide accession,
http://edamontology.org/data_2899,Drug name,
http://edamontology.org/data_2900,Carbohydrate accession,
http://edamontology.org/data_2901,Molecule accession,
http://edamontology.org/data_2902,Data resource definition accession,
http://edamontology.org/data_2903,Genome accession,
http://edamontology.org/data_2904,Map accession,
http://edamontology.org/data_2905,Lipid accession,
http://edamontology.org/data_2906,Peptide ID,
http://edamontology.org/data_2907,Protein accession,
http://edamontology.org/data_2908,Organism accession,
http://edamontology.org/data_2909,Organism name,
http://edamontology.org/data_2910,Protein family accession,
http://edamontology.org/data_2911,Transcription factor accession,
http://edamontology.org/data_2912,Strain accession,
http://edamontology.org/data_2913,Virus identifier,
http://edamontology.org/data_2914,Sequence features metadata,
http://edamontology.org/data_2915,Gramene identifier,
http://edamontology.org/data_2916,DDBJ accession,
http://edamontology.org/data_2917,ConsensusPathDB identifier,
http://edamontology.org/data_2925,Sequence data,
http://edamontology.org/data_2927,Codon usage,
http://edamontology.org/data_2954,Article report,
http://edamontology.org/data_2955,Sequence report,
http://edamontology.org/data_2956,Protein secondary structure,
http://edamontology.org/data_2957,Hopp and Woods plot,
http://edamontology.org/data_2958,Nucleic acid melting curve,
http://edamontology.org/data_2959,Nucleic acid probability profile,
http://edamontology.org/data_2960,Nucleic acid temperature profile,
http://edamontology.org/data_2961,Gene regulatory network report,
http://edamontology.org/data_2965,2D PAGE gel report,
http://edamontology.org/data_2966,Oligonucleotide probe sets annotation,
http://edamontology.org/data_2967,Microarray image,
http://edamontology.org/data_2968,Image,
http://edamontology.org/data_2969,Sequence image,
http://edamontology.org/data_2970,Protein hydropathy data,
http://edamontology.org/data_2971,Workflow data,
http://edamontology.org/data_2972,Workflow,
http://edamontology.org/data_2973,Secondary structure data,
http://edamontology.org/data_2974,Protein sequence (raw),
http://edamontology.org/data_2975,Nucleic acid sequence (raw),
http://edamontology.org/data_2976,Protein sequence,
http://edamontology.org/data_2977,Nucleic acid sequence,
http://edamontology.org/data_2978,Reaction data,
http://edamontology.org/data_2979,Peptide property,
http://edamontology.org/data_2980,Protein classification,
http://edamontology.org/data_2981,Sequence motif data,
http://edamontology.org/data_2982,Sequence profile data,
http://edamontology.org/data_2983,Pathway or network data,
http://edamontology.org/data_2984,Pathway or network report,
http://edamontology.org/data_2985,Nucleic acid thermodynamic data,
http://edamontology.org/data_2986,Nucleic acid classification,
http://edamontology.org/data_2987,Classification report,
http://edamontology.org/data_2989,Protein features report (key folding sites),
http://edamontology.org/data_2991,Protein geometry data,
http://edamontology.org/data_2992,Protein structure image,
http://edamontology.org/data_2994,Phylogenetic character weights,
http://edamontology.org/data_3002,Annotation track,
http://edamontology.org/data_3021,UniProt accession,
http://edamontology.org/data_3022,NCBI genetic code ID,
http://edamontology.org/data_3025,Ontology concept identifier,
http://edamontology.org/data_3026,GO concept name (biological process),
http://edamontology.org/data_3027,GO concept name (molecular function),
http://edamontology.org/data_3028,Taxonomy,
http://edamontology.org/data_3029,Protein ID (EMBL/GenBank/DDBJ),
http://edamontology.org/data_3031,Core data,
http://edamontology.org/data_3034,Sequence feature identifier,
http://edamontology.org/data_3035,Structure identifier,
http://edamontology.org/data_3036,Matrix identifier,
http://edamontology.org/data_3085,Protein sequence composition,
http://edamontology.org/data_3086,Nucleic acid sequence composition (report),
http://edamontology.org/data_3101,Protein domain classification node,
http://edamontology.org/data_3102,CAS number,
http://edamontology.org/data_3103,ATC code,
http://edamontology.org/data_3104,UNII,
http://edamontology.org/data_3105,Geotemporal metadata,
http://edamontology.org/data_3106,System metadata,
http://edamontology.org/data_3107,Sequence feature name,
http://edamontology.org/data_3108,Experimental measurement,
http://edamontology.org/data_3110,Raw microarray data,
http://edamontology.org/data_3111,Processed microarray data,
http://edamontology.org/data_3112,Gene expression matrix,
http://edamontology.org/data_3113,Sample annotation,
http://edamontology.org/data_3115,Microarray metadata,
http://edamontology.org/data_3116,Microarray protocol annotation,
http://edamontology.org/data_3117,Microarray hybridisation data,
http://edamontology.org/data_3119,Sequence features (compositionally-biased regions),
http://edamontology.org/data_3122,Nucleic acid features (difference and change),
http://edamontology.org/data_3128,Nucleic acid structure report,
http://edamontology.org/data_3129,Protein features report (repeats),
http://edamontology.org/data_3130,Sequence motif matches (protein),
http://edamontology.org/data_3131,Sequence motif matches (nucleic acid),
http://edamontology.org/data_3132,Nucleic acid features (d-loop),
http://edamontology.org/data_3133,Nucleic acid features (stem loop),
http://edamontology.org/data_3134,Gene transcript report,
http://edamontology.org/data_3137,Non-coding RNA,
http://edamontology.org/data_3138,Transcriptional features (report),
http://edamontology.org/data_3140,Nucleic acid features (immunoglobulin gene structure),
http://edamontology.org/data_3141,SCOP class,
http://edamontology.org/data_3142,SCOP fold,
http://edamontology.org/data_3143,SCOP superfamily,
http://edamontology.org/data_3144,SCOP family,
http://edamontology.org/data_3145,SCOP protein,
http://edamontology.org/data_3146,SCOP species,
http://edamontology.org/data_3147,Mass spectrometry experiment,
http://edamontology.org/data_3148,Gene family report,
http://edamontology.org/data_3153,Protein image,
http://edamontology.org/data_3154,Protein alignment,
http://edamontology.org/data_3165,NGS experiment,
http://edamontology.org/data_3181,Sequence assembly report,
http://edamontology.org/data_3210,Genome index,
http://edamontology.org/data_3231,GWAS report,
http://edamontology.org/data_3236,Cytoband position,
http://edamontology.org/data_3238,Cell type ontology ID,
http://edamontology.org/data_3241,Kinetic model,
http://edamontology.org/data_3264,COSMIC ID,
http://edamontology.org/data_3265,HGMD ID,
http://edamontology.org/data_3266,Sequence assembly ID,
http://edamontology.org/data_3268,Sequence feature type,
http://edamontology.org/data_3269,Gene homology (report),
http://edamontology.org/data_3270,Ensembl gene tree ID,
http://edamontology.org/data_3271,Gene tree,
http://edamontology.org/data_3272,Species tree,
http://edamontology.org/data_3273,Sample ID,
http://edamontology.org/data_3274,MGI accession,
http://edamontology.org/data_3275,Phenotype name,
http://edamontology.org/data_3354,Transition matrix,
http://edamontology.org/data_3355,Emission matrix,
http://edamontology.org/data_3356,Hidden Markov model,
http://edamontology.org/data_3358,Format identifier,
http://edamontology.org/data_3424,Raw image,
http://edamontology.org/data_3425,Carbohydrate property,
http://edamontology.org/data_3426,Proteomics experiment report,
http://edamontology.org/data_3427,RNAi report,
http://edamontology.org/data_3428,Simulation experiment report,
http://edamontology.org/data_3442,MRI image,
http://edamontology.org/data_3449,Cell migration track image,
http://edamontology.org/data_3451,Rate of association,
http://edamontology.org/data_3479,Gene order,
http://edamontology.org/data_3483,Spectrum,
http://edamontology.org/data_3488,NMR spectrum,
http://edamontology.org/data_3490,Chemical structure sketch,
http://edamontology.org/data_3492,Nucleic acid signature,
http://edamontology.org/data_3494,DNA sequence,
http://edamontology.org/data_3495,RNA sequence,
http://edamontology.org/data_3496,RNA sequence (raw),
http://edamontology.org/data_3497,DNA sequence (raw),
